"uuid","identifier","createdBy","createdAtGMT","modifiedBy","modifiedAtGMT","FeatureID","FeatureType","ShelterAuthor","ShelterTimestamp","FeatureSource","NumberOfIterationsSubtype","FeatureDescription","Latitude","Longitude","Northing","Easting","Accuracy","LanduseOnTop","LanduseAround","OverviewPhoto","LocaleDescription","EntrywayType","AccessiblityOfShelterDuringVisit","EntrywayFacesDirection","CommentsOnEntrywayAndAccess","EntrywayPhoto","EmergencyExitShape","EmergencyExitLocation","NotesOnEmergencyExit","EmergencyExitPhoto","DistanceFromSwanNeckToEmergencyExitM","InteriorDescription","InteriorPhoto","CommentsAndRecommendations","geospatialcolumn"
"1000021683191024254","240-{Shelter_Type_III}","Adela Sobotkova","2023-05-04 09:03:44.255 GMT","Adela Sobotkova","2023-05-04 09:11:30 GMT","240","Shelter Type III","Adela Sobotkova","2023-05-04 11:03:44+02:00","Map","1","lovely type Iii at the bottom of mindenpark, clear and nice visible and accessible , with a bench in front and owed lawn","56.13068091666667","10.211114416666666","6221284.812978017","575277.361452413","0.6","Grass","Grassland or park","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/240_Shelter_Type_III__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/240_Shelter_Type_III__2.jpg''}}","","Concrete slabs","Barred (concrete slabs or earthen cover bar access fully or partially)","SW","hole under the concrete big enough for a dog","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/240_Shelter_Type_III__1.jpg''}}","Square","Side","North edge, standard. metal cover and swan neck same height ","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/240_Shelter_Type_III__1.jpg''}}","0.3","inaccessible ","","","POINT(575277.361452 6221284.812978)"
"1000021683191516607","241-{Shelter_Type_III}","Adela Sobotkova","2023-05-04 09:11:56.607 GMT","Adela Sobotkova","2023-05-04 09:12:50 GMT","241","Shelter Type III","Adela Sobotkova","2023-05-04 11:11:56+02:00","Map","1","lovely type Iii at the bottom of mindenpark, clear and nice visible and accessible , with a bench in front and mowed lawn, this is the northern one of the two ","56.130841116666666","10.21091635","6221302.425605926","575264.7383148358","0.6","Grass","Grassland or park","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/241_Shelter_Type_III__1.jpg''}}","bottom of mindenpark ","Concrete slabs","Barred (concrete slabs or earthen cover bar access fully or partially)","SW","top of entrance barred with metal sheet","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/241_Shelter_Type_III__1.jpg''}}","Square","Side","North edge, standard. metal cover and swan neck same height ","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/241_Shelter_Type_III__1.jpg''}}","0.3","inaccessible ","","","POINT(575264.738315 6221302.425606)"
"1000021683191909357","242-{Shelter_Type_III}","Adela Sobotkova","2023-05-04 09:18:29.358 GMT","Adela Sobotkova","2023-05-04 09:22:21 GMT","242","Shelter Type III","Adela Sobotkova","2023-05-04 11:18:29+02:00","Map","1","type Iii next to/west side of strandvejen , at the bottom of mindenpark, with deep entrance (8 concrete bars), hard to see, covered by scrub and wild roses","56.12992801666667","10.2124112","6221202.438104871","575359.4314535578","0.6","Shrubs","Grassland or park","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/242_Shelter_Type_III__1.jpg''}}","bottom of mindenpark ","Concrete slabs","Barred (concrete slabs or earthen cover bar access fully or partially)","SE","serious vegetation, scrub and roses, hard to see access and photograph, but standard concrete chimney and 5 slab entrance ","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/242_Shelter_Type_III__1.jpg''}}","Square","Side","covered in vegetation,  hard too see but standard concrete cover and Swan neck same height","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/242_Shelter_Type_III__1.jpg''}}","0.3","inaccessible ","","","POINT(575359.431454 6221202.438105)"
"1000031683191922424","129-{Shelter_Type_III}","Lise Søndergaard Jensen ","2023-05-04 09:19:08.816 GMT","Lise Søndergaard Jensen ","2023-05-04 09:20:33 GMT","129","Shelter Type III","Lise Søndergaard Jensen ","2023-05-04 11:18:42+02:00","Map","3","covered in plants, the shape is not easy to see.","56.16268035","10.176505616666667","6224808.845539047","573065.6144392127","0.6","Shrubs (trees )","Grassland or park (street, grave yard)","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/129_Shelter_Type_III__1.jpg''}}","placed in the cemetery, in the nothern corner, along Viborgvej.","Other (open to the stairs down to the shelter.)","Open","N","difficult to access the entrance, but possible. The shelter is open.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/129_Shelter_Type_III__1.jpg''}}","Square","Side","visible among the trees, difficult to access.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/129_Shelter_Type_III__1.jpg''}}","0.35","accessible and well preseved. Wooden benches along the sides.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/InteriorPhoto/129_Shelter_Type_III__1.jpg''}}","close to the command shelter on the corner of Fenrisvej and Viborgvej.","POINT(573065.614439 6224808.845539)"
"1000021683192695993","243-{Shelter_Type_III}","Adela Sobotkova","2023-05-04 09:31:54.643 GMT","Adela Sobotkova","2023-05-04 09:33:15 GMT","243","Shelter Type III","Adela Sobotkova","2023-05-04 11:31:35+02:00","Map","1","shelter next to marselisborg chateau parking lot, shrouded in young trees and scrub, ","56.125327133333336","10.21591","6220694.232016732","575585.9161818239","0.6","Trees","Forest","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/243_Shelter_Type_III__1.jpg''}}","","Concrete slabs","Barred (concrete slabs or earthen cover bar access fully or partially)","SW","accessible even if in forest and surrounded by shrubs ","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/243_Shelter_Type_III__1.jpg''}}","Square","Side","n edge, standard, concrete cover, obscured by vegetation ","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/243_Shelter_Type_III__1.jpg''}}","0.3","","","","POINT(575585.916182 6220694.232017)"
"1000031683193066747","130-{Shelter_Type_III}","Lise Søndergaard Jensen ","2023-05-04 09:37:46.748 GMT","Lise Søndergaard Jensen ","2023-05-04 09:38:28 GMT","130","Shelter Type III","Lise Søndergaard Jensen ","2023-05-04 11:37:46+02:00","Map","3","covered in plants, the shape is not easy to see.","56.1628057","10.176165183333334","6224822.435330237","573044.235419365","0.6","Shrubs (trees )","Grassland or park (street, grave yard)","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/130_Shelter_Type_III__1.jpg''}}","placed in the cemetery, in the nothern corner, along Viborgvej.","Other (open to the stairs down to the shelter.)","Locked","N","difficult to access the entrance, but possible. The shelter is locked.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/130_Shelter_Type_III__1.jpg''}}","Square","Side","visible among the trees, difficult to access.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/130_Shelter_Type_III__1.jpg''}}","0.35","not accessible.","","close to the command shelter on the corner of Fenrisvej and Viborgvej.","POINT(573044.235419 6224822.43533)"
"1000021683193080682","244-{Shelter_Type_III}","Adela Sobotkova","2023-05-04 09:38:00.682 GMT","Adela Sobotkova","2023-05-04 09:43:33 GMT","244","Shelter Type III","Adela Sobotkova","2023-05-04 11:38:00+02:00","Map","1","shelter next to marselisborg chateau parking lot, shrouded in young trees and scrub, ","56.1253619","10.215382283333334","6220697.523267588","575553.0448726977","0.6","Trees","Forest (part forest part grassy mound)","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/244_Shelter_Type_III__1.jpg''}}","next to parking lot by never ending bridge chateaux, this is northern one of the pair q","Concrete slabs","Barred (concrete slabs or earthen cover bar access fully or partially)","E","mirror reverse of 243, accessible as facing a road and parking lot across a mound with forest behind and surrounded by shrubs ","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/244_Shelter_Type_III__1.jpg''}}","Square","Side","west edge, standard, concrete cover, obscured by vegetation ","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/244_Shelter_Type_III__1.jpg''}}","0.3","","","","POINT(575553.044873 6220697.523268)"
"1000031683193400201","131-{Shelter_Type_III}","Lise Søndergaard Jensen ","2023-05-04 09:43:20.201 GMT","Lise Søndergaard Jensen ","2023-05-04 09:44:03 GMT","131","Shelter Type III","Lise Søndergaard Jensen ","2023-05-04 11:43:20+02:00","Map","3","covered in plants, behind fence, the shape is not easy to see.","56.163008016666666","10.175772483333333","6224844.5356181","573019.464738579","0.6","Trees (trees )","Grassland or park (street, grave yard)","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/131_Shelter_Type_III__1.jpg''}}","placed on the corner of Fenrisvej and Viborgvej.","Other (open to the stairs down to the shelter.)","Open (but behind fence.)","N","difficult to access the entrance, but possible. The shelter is open, but the fence is locked.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/131_Shelter_Type_III__1.jpg''}}","Square","Side","visible among the trees, not able to access due to fence.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/131_Shelter_Type_III__1.jpg''}}","0.35","open,but not accessible due to fence.","","close to the command shelter on the corner of Fenrisvej and Viborgvej.","POINT(573019.464739 6224844.535618)"
"1000021683193798024","245-{Shelter_Type_III}","Adela Sobotkova","2023-05-04 09:50:13.323 GMT","Adela Sobotkova","2023-05-04 09:53:18 GMT","245","Shelter Type III","Adela Sobotkova","2023-05-04 11:49:57+02:00","Map","1","type 3, west of strandvejen, nearly parallel with the ground  and flat lying entryway. large trees on top easily accessible and visible if you are close and know what you are looking at ","56.127255383333335","10.2136583","6220906.3630071385","575442.174610774","0.5","Trees (grass)","Grassland or park","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/245_Shelter_Type_III__1.jpg''}}","just north of hotel at the end of strandvejen Beach where the bike path begins. parallel to the road. 3m off the bike path","Concrete slabs","Barred (concrete slabs or earthen cover bar access fully or partially)","W","faces the road, is at north of the shelter","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/245_Shelter_Type_III__1.jpg''}}","Square","Side","deeply buried only .5m sticks out","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/245_Shelter_Type_III__1.jpg''}}","0.3","inaccessible ","","","POINT(575442.174611 6220906.363007)"
"1000031683193820090","132-{Other}","Lise Søndergaard Jensen ","2023-05-04 09:50:31.796 GMT","Lise Søndergaard Jensen ","2023-05-04 09:55:08 GMT","132","Other,command shelter ","Lise Søndergaard Jensen ","2023-05-04 11:50:20+02:00","Map","Other (not accessible due to fence, more than one entrance and exit)","we are not able to see the whole feature, so e are not able to  determine the type.","56.162991","10.175783166666667","6224842.653120259","573020.1604599701","0.5 (taken at the entrance along Viborgvej )","Trees","Forest","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/132_Other__1.jpg''}}","on the corner of Fenrisvej and Viborgvej ","Other (open stairs down to the shelter )","Locked","N","locked behind fence ","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/132_Other__1.jpg''}}","Other (more than one, not able to find all)","Other","behind fence, not able to see them all","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/132_Other__1.jpg''}}","0.0","whole area behind fence","","central command shelter in Aarhus ","POINT(573020.16046 6224842.65312)"
"1000021683194733565","246-{Other}","Adela Sobotkova","2023-05-04 10:06:35.145 GMT","Adela Sobotkova","2023-05-04 10:12:31 GMT","246","Other","Adela Sobotkova","2023-05-04 12:05:33+02:00","Map","NA","clusters of broken concrete slabs support the beach front to north and south of a metal covered exit or entrance? none of these are standard thickness or shape but they are in the place in the map and so merit description. I take point over the entry which also has a F442 sign next to it (wave warning), the slabs can be traced from it","56.1297784","10.213701383333333","6221187.197091646","575439.9133114831","0.6","Grass","Other (beach)","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/246_Other__1.jpg''}}","strandvejen beach","Other","Locked","W","new concrete entrance with metal lid screwed on","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/246_Other__1.jpg''}}","NA","NA","not found","","","","","","POINT(575439.913311 6221187.197092)"
"1000031683195259394","133-{Shelter_Type_IV}","Lise Søndergaard Jensen ","2023-05-04 10:14:57.656 GMT","Lise Søndergaard Jensen ","2023-05-04 10:20:19 GMT","133","Shelter Type IV","Lise Søndergaard Jensen ","2023-05-04 12:14:19+02:00","Map","1","the shape is not visible in the surroundings. Only the exit is visible.","56.165391166666666","10.1678914","6225101.444485705","572525.5572747069","0.6","Trees","Street","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/133_Shelter_Type_IV__1a.jpg''}}","Along Viborgvej, near to Hoejkolvej, in the northwest corner of Praestevangsparken.","Other (not able to determine, the entryway is covered in plants )","Barred (concrete slabs or earthen cover bar access fully or partially)","N","covered in plants, not visible, not accessible.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/133_Shelter_Type_IV__1.jpg''}}","Round","Side","partly visible, covered in plants ","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/133_Shelter_Type_IV__1.jpg''}}","2.0","not able to enter ","","not any.","POINT(572525.557275 6225101.444486)"
"1000021683196242196","247-{Shelter_Type_III}","Adela Sobotkova","2023-05-04 10:31:29.298 GMT","Adela Sobotkova","2023-05-04 10:40:36 GMT","247","Shelter Type III,subtype 3A","Adela Sobotkova","2023-05-04 12:30:42+02:00","","2","two type 3 shelters (3a subtype)positioned in l-shape.wings share central entryway via stairwell converging at the corner , two chimneys above, clear and accessible , double capacity ","56.14013443333333","10.208096983333334","6222333.61059779","575071.3990924931","0.5","Trees","Grassland or park","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/247_Shelter_Type_III__1.jpg''}}","at the tankrogen parking driveway, entrance faces the road","Doorway","Locked","NNW","stairs lead down to two metal locked doorways to two almost perpendicular shelter spaces","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/247_Shelter_Type_III__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/247_Shelter_Type_III__2.jpg''}}","Square","Side","square concrete covered standard with swanneck  overgrown with vineyard and trees, 5he east one abuts next shelter 248","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/247_Shelter_Type_III__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/247_Shelter_Type_III__2.jpg''}}","0.3","covered in litter otherwise clear, graffiti on doors","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/InteriorPhoto/247_Shelter_Type_III__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/InteriorPhoto/247_Shelter_Type_III__2.jpg''}}","looks openable","POINT(575071.399092 6222333.610598)"
"1000021683197073340","248-{Shelter_Type_III}","Adela Sobotkova","2023-05-04 10:44:33.340 GMT","Adela Sobotkova","2023-05-04 10:45:26 GMT","248","Shelter Type III,3A","Adela Sobotkova","2023-05-04 12:44:33+02:00","Map","2","two type 3 shelters (subtype 3A) positioned in extension linear-shape.wings share central entryway with stairwell , two chimneys above, clear and accessible ","56.140003883333335","10.2085901","6222319.618312857","575102.2942778771","0.5","Trees","Grassland or park","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/248_Shelter_Type_III__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/248_Shelter_Type_III__2.jpg''}}","at the tankrogen parking driveway, entrance faces the road","Doorway","Locked","NNW","stairs lead down to two metal locked doorways to two almost perpendicular shelter spaces","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/248_Shelter_Type_III__1.jpg''}}","Square","Side","square concrete covered standard with swanneck  overgrown with vineyard and trees, west one abuts next shelter 247","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/248_Shelter_Type_III__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/248_Shelter_Type_III__2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/248_Shelter_Type_III__3.jpg''}}","0.3","covered in litter otherwise clear, graffiti on doors","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/InteriorPhoto/248_Shelter_Type_III__1.jpg''}}","looks openable","POINT(575102.294278 6222319.618313)"
"1000031683197692973","134-{Shelter_Type_III}","Lise Søndergaard Jensen ","2023-05-04 10:55:36.635 GMT","Lise Søndergaard Jensen ","2023-05-04 11:02:50 GMT","134","Shelter Type III","Lise Søndergaard Jensen ","2023-05-04 12:54:52+02:00","Map","1","The swan neck was the only thing visible from outside. the shape is not easy to see.","56.1561945","10.169673316666668","6224079.809623405","572653.5652563986","0.7","Grass","Urban structures","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/134_Shelter_Type_III__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/134_Shelter_Type_III__2.jpg''}}","In the garden of Volundsvej 6, Aabyhoj","Doorway (stairs down to the shelter )","Locked","WSW","placed behind a building, but visible and accessible, when you get around the building ","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/134_Shelter_Type_III__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/134_Shelter_Type_III__2.jpg''}}","Square","Side","covered in plants but accessible","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/134_Shelter_Type_III__1.jpg''}}","0.4","locked, not able to enter the shelter ","","placed in a garden to the house of the organization of Tabor.","POINT(572653.565256 6224079.809623)"
"1000031683200260160","135-{Shelter_Type_IV}","Lise Søndergaard Jensen ","2023-05-04 11:37:52.255 GMT","Lise Søndergaard Jensen ","2023-05-04 11:41:28 GMT","135","Shelter Type IV,Type IV-A, but not sure","Lise Søndergaard Jensen ","2023-05-04 13:37:40+02:00","Map","1","Type IV-A, due to two round exits, and distance to swan neck?","56.155196366666665","10.164129883333333","6223962.9010292785","572311.1309931865","0.7","Grass","Urban structures","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/135_Shelter_Type_IV__1.jpg''}}","In Aabyhoj along Silkeborgvej between no. 260 and the shop, Kvickly.","Other (covered with a wooden plate)","Barred (concrete slabs or earthen cover bar access fully or partially)","S","visible, accessible, not able to enter the shelter.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/135_Shelter_Type_IV__1.jpg''}}","Round","Side","visible, accessible, not able to enter the shelter.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/135_Shelter_Type_IV__1.jpg''}}","2.0","not able to enter the shelter.","","not any","POINT(572311.130993 6223962.901029)"
"1000021683201028558","249-{Shelter_Type_III}","Adela Sobotkova","2023-05-04 11:51:02.504 GMT","Adela Sobotkova","2023-05-04 11:57:24 GMT","249","Shelter Type III","Adela Sobotkova","2023-05-04 13:50:28+02:00","Map","1","single instance of a type 3 in a cluster of three shelters next to strandvejen n-s oriented, covered by scrub and brush, obscured completely ","56.14089533333333","10.207459733333334","6222417.59829978","575030.3203191266","0.6","Trees","Grassland or park","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/249_Shelter_Type_III__1.jpg''}}","shelter next to strandvejen just north of tangkrogen","Concrete slabs","Barred (concrete slabs or earthen cover bar access fully or partially)","W","covered by litter and hence not visible but approachable from roadside ca 10m n of a nearby bench","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/249_Shelter_Type_III__1.jpg''}}","Square","Side","standard concrete cover, hidden in vegetation ","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/249_Shelter_Type_III__1.jpg''}}","0.3","","","","POINT(575030.320319 6222417.5983)"
"1000021683201463572","250-{Shelter_Type_III}","Adela Sobotkova","2023-05-04 11:57:43.572 GMT","Adela Sobotkova","2023-05-04 12:04:32 GMT","250","Shelter Type III","Adela Sobotkova","2023-05-04 13:57:43+02:00","Map","1","single instance of a type 3 in a cluster of three shelters next to strandvejen n-s oriented, covered by scrub and brush, obscured somewhat, this is the middle one separated by 5 m from 249","56.14101268333334","10.20743185","6222430.627915116","575028.3591941","0.6","Trees","Grassland or park","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/250_Shelter_Type_III__1.jpg''}}","shelter next to strandvejen just north of tangkrogen","Concrete slabs","Barred (concrete slabs or earthen cover bar access fully or partially)","W"," visible but approachable from roadside ca 20m n of a nearby bench","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/250_Shelter_Type_III__1.jpg''}}","Square","Side","standard concrete cover, hidden in vegetation ","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/250_Shelter_Type_III__1.jpg''}}","0.3","","","","POINT(575028.359194 6222430.627915)"
"1000021683201666769","251-{Shelter_Type_III}","Adela Sobotkova","2023-05-04 12:01:06.769 GMT","Adela Sobotkova","2023-05-04 12:03:36 GMT","251","Shelter Type III","Adela Sobotkova","2023-05-04 14:01:06+02:00","Map","1","single instance of a type 3 in a cluster of three shelters next to strandvejen n-s oriented, covered by scrub and brush, obscured somewhat, this is the northmost one separated by 5 m from 250","56.14122735","10.207466033333333","6222454.555450255","575030.0650350815","0.6","Trees","Grassland or park","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/251_Shelter_Type_III__1.jpg''}}","shelter next to strandvejen just north of tangkrogen","Concrete slabs","Barred (concrete slabs or earthen cover bar access fully or partially)","W"," visible but approachable from roadside ca 50m n of a nearby bench","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/251_Shelter_Type_III__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/251_Shelter_Type_III__2.jpg''}}","Square","Side","standard concrete cover, hidden in vegetation ","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/251_Shelter_Type_III__1.jpg''}}","0.3","","","","POINT(575030.065035 6222454.55545)"
"1000031683203055156","136-{Shelter_Type_III}","Lise Søndergaard Jensen ","2023-05-04 12:24:15.157 GMT","Lise Søndergaard Jensen ","2023-05-04 12:36:54 GMT","136","Shelter Type III,type IIIA","Lise Søndergaard Jensen ","2023-05-04 14:24:14+02:00","Map","1 (1 x IIIA, 2 x III)","type IIIA, difficult to see the shape of the shelter in the landscape. It is all covered in scrubs and trees. ","56.15388456666667","10.165859533333334","6223818.723557217","572421.031973582","0.6","Trees","Urban structures (football field next to the shelter )","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/136_Shelter_Type_III__1a.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/136_Shelter_Type_III__2a.jpg''}}","placed along the football fields along Thorsvej.","Concrete slabs","Sealed (as in a layer of concrete seals a doorway)","S","partly visible and accessible, but not able to enter the shelter.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/136_Shelter_Type_III__1.jpg''}}","Square","Side","not visible and not accessible.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/136_Shelter_Type_III__1a.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/136_Shelter_Type_III__2a.jpg''}}","0.30","not able to enter the shelter.","","not any","POINT(572421.031974 6223818.723557)"
"1000021683204320237","252-{Shelter_Type_V}","Adela Sobotkova","2023-05-04 12:45:29.348 GMT","Adela Sobotkova","2023-05-04 13:04:21 GMT","252","Shelter Type V","Adela Sobotkova","2023-05-04 14:45:20+02:00","Map","2","looks like type 4a or 5a in skanseparken:most likely 4 due to proximity of exits to entryway which is unlikely for offcenter exits. assuming that 1a would show part of the profile above the ground, here we either have two deeply buried concave 4a shelters or two flattopped round 5a shelters connected by one entrance. surface here is grassland, completely flat with excellent visibility","56.14496225","10.2072688","6222869.999977702","575010.5357227308","0.6","Grass","Grassland or park","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/252_Shelter_Type_V__1.jpg''}}","at the corner of svendborgvej and strandparken in skansepark","Concrete slabs","Barred (concrete slabs or earthen cover bar access fully or partially)","W","clear visible entrance, flat/ horizontal not raised or sloping","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/252_Shelter_Type_V__1.jpg''}}","Square","Central","closer ecxit is 2m north of entrance with swanneck ca 1.5m to west, farther one is 5 m off entrance and ca 1.5","","1.5","inaccessible ","","","POINT(575010.535723 6222869.999978)"
"1000031683205253235","137-{Shelter_Type_III}","Lise Søndergaard Jensen ","2023-05-04 13:00:53.236 GMT","Lise Søndergaard Jensen ","2023-05-04 13:03:07 GMT","137","Shelter Type III","Lise Søndergaard Jensen ","2023-05-04 15:00:53+02:00","Map","2","The shape of the shelter is not visible in the landscape. only the entrance and exit is visible.","56.1543069","10.158209533333334","6223857.720454275","571945.0635533421","0.6","Trees (a couple of trees )","Street (apartment buildings behind)","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/137_Shelter_Type_III__1a.jpg''}}","placed on the corner of Kresten Kolds Vej and Silkeborgvej.","Other (covered with a metal plate)","Other (metal plate covers the entrance )","SSW","visible and accessible, but not able to enter the shelter.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/137_Shelter_Type_III__1.jpg''}}","Square","Side","partly visible, but not accessible. Not able to enter the shelter.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/137_Shelter_Type_III__1.jpg''}}","0.40","not able to enter the shelter.","","not any","POINT(571945.063553 6223857.720454)"
